,curve_date,curve_num,curve_name,dH,dH_std,Tm,Tm_std,fmax,fmax_std,fmin,fmin_std,s1,s1_std,s2,s2_std,rmse,celsius_min,celsius_max,data_file,blank,pass_qc,SEQID,conc_uM,Na_mM,Cuvette,dG_37,dS
22111323_5_TertiaryCoolingCurve,22111323,5,TertiaryCoolingCurve,-30.433161479682404,0.22726113682696458,54.249632836277435,0.13910661503725136,0.2552199044215315,0.006302384146524357,0.0058458933722349005,0.00017262986027266077,0.0007948014684837634,1.1089898811627073e-05,-0.0005543592214529713,8.13101550767492e-05,0.0003010290606748188,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111323_WC7_hairpin_25mM-Na/5_TertiaryCoolingCurve.csv,,True,WC1749,9.0,25.0,ECL micro cuvette,-1.6034253215982688,-0.09295417107233318
22111323_1_TertiaryCoolingCurve,22111323,1,TertiaryCoolingCurve,-30.470718479037096,0.3184283380927661,49.54057322488555,0.1372932120829243,0.2174793388102935,0.005666200384847837,0.006345002637210703,0.0002772278327623824,0.0007728209222646054,1.9458274914634696e-05,1.807162929301498e-05,7.47234008603077e-05,0.0004497471854874081,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111323_WC7_hairpin_25mM-Na/1_TertiaryCoolingCurve.csv,,True,WC28,9.0,25.0,ECL micro cuvette,-1.1841693188692408,-0.0944270487189033
22111323_5_MeltingCurve,22111323,5,MeltingCurve,-31.46912875670471,0.7852377427015097,53.31286523670988,0.5881292773626446,0.048442724811285545,0.01985293820582996,0.007563557279781252,0.000495470659589067,0.0006920710362881,2.9144986829876235e-05,0.002500066089398345,0.0002537459749812148,0.0009097142243026011,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111323_WC7_hairpin_25mM-Na/5_MeltingCurve.csv,,True,WC1749,9.0,25.0,ECL micro cuvette,-1.5724656957616796,-0.09639420622583598
22111323_5_SecondaryCoolingCurve,22111323,5,SecondaryCoolingCurve,-29.882565977984953,0.23102632132638076,54.61862430607838,0.14870241020634611,0.2942040996172487,0.007271703837979878,0.006542059691285629,0.0001902085505386606,0.0007116095739645445,1.245228411233262e-05,-0.0010554239159419332,9.355841909632636e-05,0.00032863811157543413,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111323_WC7_hairpin_25mM-Na/5_SecondaryCoolingCurve.csv,,True,WC1749,9.0,25.0,ECL micro cuvette,-1.6062846295381477,-0.09116969643219992
23030919_1_SecondaryMeltingCurve,23030919,1,SecondaryMeltingCurve,-24.756239450390428,0.4572095311263704,53.67824255813487,0.250954261941003,0.17759296400765331,0.005639054179046089,0.0009496632945919792,0.00031972854800570703,0.0017152323471951725,2.5360475903608016e-05,0.0006227617654221973,6.557083137584925e-05,0.0005193357255788484,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23030919_Jan_hairpin_rerun_02/1_SecondaryMeltingCurve.csv,,True,MMTM1325,9.0,25.0,eCuvette,-1.2633258470844517,-0.07574694052331445
23030919_6_SecondaryMeltingCurve,23030919,6,SecondaryMeltingCurve,-18.214123199421508,0.5079803511841685,56.966332582762405,0.940328444773308,0.15525611971053382,0.020999479838117733,0.004709845526524037,0.00040356392294005523,0.0006678278130918258,5.046095181338658e-05,0.0010844538300345263,0.00021661864801262348,0.0006349168405897795,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23030919_Jan_hairpin_rerun_02/6_SecondaryMeltingCurve.csv,,True,MMTM1917,9.0,25.0,eCuvette,-1.1016396512641002,-0.055174862318740636
23030919_3_SecondaryMeltingCurve,23030919,3,SecondaryMeltingCurve,-40.946779620800655,0.8013605379806701,55.583943683341865,0.1641468545529194,0.24113433292092518,0.007498567508537324,0.0036533300821578046,0.0005728795836996236,0.0016012836935783703,2.668832555576546e-05,0.0002667066039547805,9.31592405541673e-05,0.0012572839439169252,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23030919_Jan_hairpin_rerun_02/3_SecondaryMeltingCurve.csv,,True,MMTM181,9.0,25.0,eCuvette,-2.3147979121382427,-0.12455902533826346
23030919_4_SecondaryMeltingCurve,23030919,4,SecondaryMeltingCurve,-35.83404145733913,0.7301264341004824,54.16605606196346,0.18781634150618295,0.21192454779889738,0.006399090245044398,-0.000956775486372477,0.0005154550248618605,0.0015991205402798858,2.713523861247964e-05,0.00023825723161463586,7.894527743215908e-05,0.0010362911512868938,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23030919_Jan_hairpin_rerun_02/4_SecondaryMeltingCurve.csv,,True,MMTM185,9.0,25.0,eCuvette,-1.8793125274213787,-0.1094784102205957
23030919_5_SecondaryMeltingCurve,23030919,5,SecondaryMeltingCurve,-39.54814086212668,1.2533362305753817,58.616453342395154,0.33772472112665264,0.18865362646945233,0.014754858106270986,-0.0015814390817480706,0.0007411805796683736,0.001520543249848183,3.311169998309054e-05,0.0007799959066745465,0.00017879451455053428,0.001683277033135806,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23030919_Jan_hairpin_rerun_02/5_SecondaryMeltingCurve.csv,,True,MMTM189,9.0,25.0,eCuvette,-2.5767841597967585,-0.11920476125207134
23030919_2_SecondaryMeltingCurve,23030919,2,SecondaryMeltingCurve,-32.04992515177243,1.2591856459321735,68.61997486324555,1.1872087031524394,0.37227042557897705,0.0765536444871107,-0.0016315043596644152,0.0008837325772481174,0.0012581626322010209,4.0154047644172884e-05,-0.0012074328802287315,0.0008650696521369252,0.002009995614591734,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23030919_Jan_hairpin_rerun_02/2_SecondaryMeltingCurve.csv,,True,MMTM179,9.0,25.0,eCuvette,-2.9652043836602378,-0.09377630426603963
23021815_2_MeltingCurve,23021815,2,MeltingCurve,-34.0797538109346,0.7643740131943273,45.651335454937374,0.16922015955460468,0.07588913528952433,0.0033090319723337374,0.009955567045247901,0.0005810733829762816,2.1500753790482108e-05,3.50660512024205e-05,0.0008502042533176102,4.180401222569021e-05,0.0008371096249905699,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021815_order90_13/2_MeltingCurve.csv,,True,TETNNN3186,6.0,25.0,eCuvette,-0.9248248035703465,-0.10689965825363293
23021815_3_CoolingCurve,23021815,3,CoolingCurve,-26.51248270429947,0.5880917176881628,49.821489601933656,0.2131828271675044,0.1647537955282937,0.0031116052169601048,0.002752043576599403,0.00033024187528794493,0.0013197420524062586,2.763103145261954e-05,-0.00039154189838486175,3.866108396662209e-05,0.0005069786000940722,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021815_order90_13/3_CoolingCurve.csv,,True,TETNNN2099,6.0,25.0,eCuvette,-1.0525062807667285,-0.08208923560706995
23021815_3_MeltingCurve,23021815,3,MeltingCurve,-46.03663867160857,6.880099674874804,48.70649774990525,0.8957809379210323,0.026141823479613767,0.009559432529540715,0.004808527665447079,0.001420496400659687,0.0013667360587565902,6.942515339970051e-05,0.0018420960703431355,0.00012432699418089726,0.002974634349587701,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021815_order90_13/3_MeltingCurve.csv,,True,TETNNN2099,6.0,25.0,eCuvette,-1.674435069013747,-0.14303467226372668
23021815_2_CoolingCurve,23021815,2,CoolingCurve,-35.63521639752897,0.9614200082629015,48.90277036015435,0.20396089774191115,0.1785143193034613,0.004852711700816967,0.006361782734661384,0.0006743619566312357,0.0007663600707350504,4.017381932879276e-05,-0.00035679156366619225,6.172414343121385e-05,0.0012239090512433674,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021815_order90_13/2_CoolingCurve.csv,,True,TETNNN3186,6.0,25.0,eCuvette,-1.3170443994003054,-0.11065024020031812
23021815_5_CoolingCurve,23021815,5,CoolingCurve,-24.417998433210307,0.7265699679950021,78.26915701740859,2.576856462443109,0.38726034192102793,0.10521255278484304,0.009289865916438364,0.00030761123688657997,0.0002617216701041869,1.746275808047454e-05,-0.002923086060750535,0.0011217144850028898,0.0006248772383009097,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021815_order90_13/5_CoolingCurve.csv,,True,BC0,6.0,25.0,eCuvette,-2.8675448997820943,-0.06948397076713918
23021815_4_MeltingCurve,23021815,4,MeltingCurve,-28.525397831661348,0.6207012673979437,44.96381917301812,0.19183164168867242,0.1578160316392689,0.005601226285464258,0.013992494597966879,0.0007510066241596836,-0.00023661464631674622,5.808761163962969e-05,0.00037236663247108837,6.886261739352127e-05,0.0011481352482982175,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021815_order90_13/4_MeltingCurve.csv,,True,TETNNN1570,6.0,25.0,eCuvette,-0.714118961446938,-0.08967041389719302
23021815_4_CoolingCurve,23021815,4,CoolingCurve,-31.014059736154678,0.3150733538497202,45.88656672149618,0.0818228243639858,0.18641077203691506,0.0017589724621534012,0.004061713087038787,0.00028615538770063333,0.0009212237327500539,2.091842735294941e-05,-0.0002629785178753785,2.227038791273376e-05,0.00045156739422938416,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021815_order90_13/4_CoolingCurve.csv,,True,TETNNN1570,6.0,25.0,eCuvette,-0.8638774983759157,-0.09721161450194668
23031009_1_SecondaryMeltingCurve,23031009,1,SecondaryMeltingCurve,-22.067127968279294,0.6370663643969916,56.02455000874283,0.5896016543532218,0.19144316600118028,0.015280439978458227,0.002835879567386429,0.0005214644755976293,0.001543688211003147,4.595111581918523e-05,0.0009474861163294435,0.00016933528687416362,0.0008374541325261799,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23031009_Jan_hairpin_rerun_03/1_SecondaryMeltingCurve.csv,,True,MMTM29,9.0,25.0,eCuvette,-1.2753634191060845,-0.06703777059220768
23031009_6_SecondaryMeltingCurve,23031009,6,SecondaryMeltingCurve,-37.24260752444283,6.505111655177642,39.899999904632445,1.150087050178728,0.010000000031142797,0.002125422560584466,0.001945665289944623,0.0012603286403529243,0.0012319357063150793,8.520293231905765e-05,0.0017192057560637686,6.374102369513736e-05,0.0019977150089114867,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23031009_Jan_hairpin_rerun_03/6_SecondaryMeltingCurve.csv,,True,TETNN773,9.0,25.0,eCuvette,-0.3450041792111511,-0.11896696226094368
23031009_3_SecondaryMeltingCurve,23031009,3,SecondaryMeltingCurve,-118.77639507168956,87.25817322420338,10.09937339339151,2.7584803107658766,0.01043808869715191,0.0004471837025072773,0.011967437900722022,0.006917097896366241,-0.000292356377630143,0.00122457201835798,0.0004893649034514169,8.145423304916099e-06,0.0012840762477367637,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23031009_Jan_hairpin_rerun_03/3_SecondaryMeltingCurve.csv,,False,TETNN839,9.0,25.0,eCuvette,11.280376070117308,-0.4193350673603317
23021907_3_MeltingCurve,23021907,3,MeltingCurve,-32.225650875198575,0.9139040592996943,35.278407055112176,0.23828874350320678,0.03686257900242437,0.0008626431695689604,0.0075221487928814335,0.0003631945923210116,0.00024832381848760576,3.251587003933756e-05,0.0005520563312533255,1.1512868112637756e-05,0.0003974662234183788,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021907_test_hp_bae_rerun_04/3_MeltingCurve.csv,,True,HP042,6.0,25.0,eCuvette,0.17987789685418726,-0.10448340729341533
23021907_1_MeltingCurve,23021907,1,MeltingCurve,-34.14745616992999,2.085452339898274,46.69966376266313,0.4682706756762337,0.05982183858307535,0.004344017023241107,0.010167151142108588,0.0006418504279372619,0.00017663573441284441,4.069175976484629e-05,0.00016162844109635088,5.506609845765202e-05,0.0011112009311767927,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021907_test_hp_bae_rerun_04/1_MeltingCurve.csv,,True,HP040,6.0,25.0,eCuvette,-1.0355453849855236,-0.10676095690776871
23021907_2_SecondaryCoolingCurve,23021907,2,SecondaryCoolingCurve,-12.67154609568844,0.2863703446113349,104.81694947313464,5.068750889253046,8.558439265897448,1.6926516275957015,-0.021752203721667293,0.0009847486520613237,0.0018838479978593448,0.0001860951842000274,-0.0790980102989689,0.016549817723028704,0.0011519163455642261,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021907_test_hp_bae_rerun_04/2_SecondaryCoolingCurve.csv,,False,HP041,6.0,25.0,eCuvette,-2.2735998544732032,-0.033525540032936445
22080918_7_CoolingCurve,22080918,7,CoolingCurve,-48.56075041705948,0.4112885260766322,68.70896993511673,0.13307346402041348,0.25457461736977144,0.012042836907124505,0.009538638801376259,0.00017905265983791227,0.0003201712215754604,6.156529810160515e-06,-0.0006482296357965822,0.00014101733523172027,0.0004924027587463664,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/7_CoolingCurve.csv,,True,WC1154,6.4,1000.0,ECL micro cuvette,-4.50422984452769,-0.14204907487516297
22080918_4_SecondaryCoolingCurve,22080918,4,SecondaryCoolingCurve,-40.04003530466615,0.12209543461341787,64.37901525985801,0.047175844485954646,0.3591491564423109,0.004290588963213158,0.008233624555050209,0.0001043848259269128,0.00046050677154219066,4.214590216550782e-06,-0.0009817025215568265,5.0427878809826475e-05,0.00025582768162346706,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/4_SecondaryCoolingCurve.csv,,True,WC200,6.4,1000.0,ECL micro cuvette,-3.2478888867308755,-0.11862694314987998
22080918_1_SecondaryMeltingCurve,22080918,1,SecondaryMeltingCurve,-44.918002744135244,0.22031574300137755,70.69369474320045,0.1358359449542277,0.0867291902311428,0.015368929722753225,0.007946418608005407,0.0001364240458010749,0.0003003678192317061,4.670241097273779e-06,0.002476757605704094,0.0001758363705856852,0.00037681970859833856,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/1_SecondaryMeltingCurve.csv,,True,WC1106,6.4,1000.0,ECL micro cuvette,-4.401574017710159,-0.1306349467239242
22080918_2_MeltingCurve,22080918,2,MeltingCurve,-39.68346741907401,0.19270534097988606,67.1970000576065,0.12483917036581152,0.036254326052484485,0.006469192354208816,0.008305687404181555,8.865548250557648e-05,0.0003743215467300054,3.356397653464987e-06,0.002059269262602026,7.40877921965399e-05,0.00022799831411049291,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/2_MeltingCurve.csv,,True,WC1048,6.4,1000.0,ECL micro cuvette,-3.5208821224720013,-0.11659708301338713
22080918_6_MeltingCurve,22080918,6,MeltingCurve,-49.6049398243101,0.42794508329088093,67.39327840442367,0.13669745199197625,0.035425127620613714,0.017430441257100297,0.007947567813567313,0.00028720824398318403,0.0004917529411379018,9.732864729751432e-06,0.003998931081561352,0.00020422231070009304,0.0007980952597809018,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/6_MeltingCurve.csv,,True,WC1025,6.4,1000.0,ECL micro cuvette,-4.427210407378736,-0.14566412837959491
22080918_6_SecondaryMeltingCurve,22080918,6,SecondaryMeltingCurve,-47.110396295289696,0.17790158463052355,67.61313595701502,0.06659061226347388,0.10329715281587783,0.009344526700682686,0.006286783398044185,0.00014370828487451982,0.0006070043254693402,4.9831557022665964e-06,0.0036886101379685066,0.00010891995475434598,0.00039298010881661763,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/6_SecondaryMeltingCurve.csv,,True,WC1025,6.4,1000.0,ECL micro cuvette,-4.232256410970705,-0.13824968526299852
22080918_3_SecondaryCoolingCurve,22080918,3,SecondaryCoolingCurve,-47.74692947538682,0.1962582741449695,66.08906016494359,0.05380199111538859,0.3312711864334779,0.006365856616097814,0.008226282824298006,0.00013960872896322656,0.00048707505287448605,4.998002428989161e-06,-0.00042059085280099495,7.538388459737078e-05,0.0003728167503750148,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/3_SecondaryCoolingCurve.csv,,True,WC1394,6.4,1000.0,ECL micro cuvette,-4.094202193360436,-0.14074714583919518
22080918_3_CoolingCurve,22080918,3,CoolingCurve,-48.35349949408089,0.2354509095249428,65.85019251050508,0.06143502435900949,0.2970051033333343,0.0068298961114676825,0.008641436978167452,0.00015615661263351815,0.0004020365930419434,5.571404628031324e-06,-0.0002394577842665946,8.104352465495161e-05,0.000417969835598939,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/3_CoolingCurve.csv,,True,WC1394,6.4,1000.0,ECL micro cuvette,-4.115064828223108,-0.14263561072338476
22080918_6_CoolingCurve,22080918,6,CoolingCurve,-48.914588829270194,0.19936713930870034,66.5749138032373,0.052855440541088976,0.3884138964616174,0.007516441243998397,0.008108174475280547,0.00015714273292755326,0.0005355328754514943,5.53032869307156e-06,-0.0006346629817968186,8.899678809542589e-05,0.0004248217147358795,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/6_CoolingCurve.csv,,True,WC1025,6.4,1000.0,ECL micro cuvette,-4.258282773998525,-0.14398293101812565
22080918_6_SecondaryCoolingCurve,22080918,6,SecondaryCoolingCurve,-48.86286347474439,0.187152018654176,66.64581992311979,0.050125331727574905,0.40758096904931884,0.007559444159640382,0.007572311726367131,0.00015596542089855284,0.0006288712838937727,5.485255567822209e-06,-0.0005673254194498156,8.945680062700494e-05,0.00042184792907731686,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/6_SecondaryCoolingCurve.csv,,True,WC1025,6.4,1000.0,ECL micro cuvette,-4.263088497757293,-0.1438006608962989
22080918_3_SecondaryMeltingCurve,22080918,3,SecondaryMeltingCurve,-45.90372986321811,0.17081568979638329,67.21289876615289,0.06748534306113267,0.07377232425518343,0.007491197969268386,0.00682285860199032,0.00011881847662256294,0.00047771181079281355,4.184311350748428e-06,0.0032434349797294537,8.723010843504972e-05,0.0003213558990830529,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/3_SecondaryMeltingCurve.csv,,True,WC1394,6.4,1000.0,ECL micro cuvette,-4.07472362109332,-0.13486701996493566
22080918_4_SecondaryMeltingCurve,22080918,4,SecondaryMeltingCurve,-39.67399072554663,0.19629353967777524,64.4761446314303,0.09670554352631629,0.06464882904390017,0.007465926025338924,0.007029709759877961,0.00015123345989731442,0.00047017023770346,5.933328276826085e-06,0.003101055296594435,8.661278236060824e-05,0.00037848443754114573,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/4_SecondaryMeltingCurve.csv,,True,WC200,6.4,1000.0,ECL micro cuvette,-3.2286845216656435,-0.11750864486177975
22080918_7_MeltingCurve,22080918,7,MeltingCurve,-45.86214727891328,0.17118863554581787,69.23494497276468,0.08612945512386175,0.02970012270928781,0.006993873498668201,0.008155861237094442,7.953334290255475e-05,0.0003525269880020332,2.7290887185184945e-06,0.0025362818001202214,8.060682803202835e-05,0.0002192920786729615,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/7_MeltingCurve.csv,,True,WC1154,6.4,1000.0,ECL micro cuvette,-4.317841118820791,-0.13394907676960338
22080918_1_SecondaryCoolingCurve,22080918,1,SecondaryCoolingCurve,-46.747392587355286,1.879972098914958,66.33023875738927,0.6705397554006497,0.010000000303775628,0.04394378495980049,0.010091648826836552,0.0008643347792091421,0.00023355651255485554,3.0358507751430866e-05,0.0027155886411911467,0.000560364149631539,0.002339505328515401,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/1_SecondaryCoolingCurve.csv,,True,WC1106,6.4,1000.0,ECL micro cuvette,-4.038857139052531,-0.13770283878221104
22080918_2_CoolingCurve,22080918,2,CoolingCurve,-41.62813893570494,0.23304790868872832,66.34384283457034,0.09847781694843404,0.18158579143638934,0.005686095414840343,0.008939872701487384,0.0001041592337632468,0.00036887631267479293,3.977072582761956e-06,8.956998350573286e-06,6.627610214612577e-05,0.00026583346431557816,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/2_CoolingCurve.csv,,True,WC1048,6.4,1000.0,ECL micro cuvette,-3.5980904873736246,-0.12261824423127943
22080918_5_CoolingCurve,22080918,5,CoolingCurve,-45.894372693870714,0.13260130234141876,68.80478442998094,0.051154730071874356,0.3632594348428894,0.0062972202952656904,0.007668110030012873,8.757275871507118e-05,0.000523719662284261,3.0889617622562224e-06,-0.0008897271567367415,7.333329311814366e-05,0.0002365626573176989,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/5_CoolingCurve.csv,,True,WC578,6.4,1000.0,ECL micro cuvette,-4.268577883801019,-0.13421181625042625
22080918_5_SecondaryMeltingCurve,22080918,5,SecondaryMeltingCurve,-42.68626937214277,0.23951955435728076,70.69907495192436,0.1658959961014681,0.17892934785731923,0.022131044408038064,0.0056245305020871245,0.00019184299291343237,0.0006013410765164373,6.767284383951569e-06,0.002267508501050397,0.0002522402480908221,0.0005189312730771799,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/5_SecondaryMeltingCurve.csv,,True,WC578,6.4,1000.0,ECL micro cuvette,-4.183485999463557,-0.12414245807731489
22080918_1_CoolingCurve,22080918,1,CoolingCurve,-46.73904212841255,0.30292719850808,68.97295105369469,0.11306707779800325,0.3017038995806167,0.011967988696898099,0.010092380148696775,0.00016382310552301587,0.00019711488024198864,5.71263720040399e-06,-0.0008961949948931291,0.0001394508204152578,0.00044613899409968213,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/1_CoolingCurve.csv,,True,WC1106,6.4,1000.0,ECL micro cuvette,-4.367976780469699,-0.13661475204882428
22080918_2_SecondaryMeltingCurve,22080918,2,SecondaryMeltingCurve,-39.347462250758994,0.145102366071876,67.29414689889535,0.097585073854333,0.03873962177264869,0.005401699763528256,0.007869387372592657,7.246720695122396e-05,0.000423485245281352,2.753979325304718e-06,0.0022223696198810927,6.177573938134589e-05,0.00018580702596147507,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/2_SecondaryMeltingCurve.csv,,True,WC1048,6.4,1000.0,ECL micro cuvette,-3.5013020854702197,-0.11557685044426495
22080918_7_SecondaryCoolingCurve,22080918,7,SecondaryCoolingCurve,-48.184437142299856,0.27570755644113254,68.88955569019427,0.09174317688334718,0.2949407808876196,0.009109968743862504,0.00871866588234875,0.00013183560895128435,0.00042119633806447787,4.5451592414996876e-06,-0.0008918248042493193,0.0001065754321857954,0.00036189496626737165,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/7_SecondaryCoolingCurve.csv,,True,WC1154,6.4,1000.0,ECL micro cuvette,-4.492405238187737,-0.14087387362280226
22080918_4_MeltingCurve,22080918,4,MeltingCurve,-43.95359714297391,0.7487884842674938,64.37082440148461,0.27358150301470113,0.010000000028649194,0.0018721377260319735,0.007029368574084052,0.0004309455263436349,0.00044961670993370895,1.596574607826021e-05,0.0032778707871883306,0.000226021994281766,0.0011229696091350056,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/4_MeltingCurve.csv,,True,WC200,6.4,1000.0,ECL micro cuvette,-3.5643613733975026,-0.1302248452992952
22080918_1_MeltingCurve,22080918,1,MeltingCurve,-45.21529421269422,0.17288547192819462,70.04306784655992,0.09960656909597165,0.04305962860546753,0.009872484267883508,0.008710400010410499,9.72918361058477e-05,0.00024854050032852015,3.333671658475529e-06,0.0027275567720423943,0.00011324970749892805,0.000268598552981479,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/1_MeltingCurve.csv,,True,WC1106,6.4,1000.0,ECL micro cuvette,-4.353386400683963,-0.1317488563985499
22080918_2_SecondaryCoolingCurve,22080918,2,SecondaryCoolingCurve,-41.54942513844029,0.27526246008727184,66.48088217079732,0.11766641605953873,0.19705890689103722,0.007206240790588303,0.0088789850562173,0.0001297328924342323,0.0004205605054639072,4.953786143731914e-06,-4.4196158964115995e-05,8.395039001447125e-05,0.0003311177150304305,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/2_SecondaryCoolingCurve.csv,,True,WC1048,6.4,1000.0,ECL micro cuvette,-3.6066028476018372,-0.122337005612892
22080918_4_CoolingCurve,22080918,4,CoolingCurve,-40.266873848662584,0.12431741057503834,64.15142895811006,0.04682694086811912,0.32387077156671673,0.003968929756896225,0.008547490052778994,9.941966842104011e-05,0.00038532784651423846,4.008657425833462e-06,-0.0007734514629238465,4.670429901765219e-05,0.00024384692763037053,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/4_CoolingCurve.csv,,True,WC200,6.4,1000.0,ECL micro cuvette,-3.2413238450967845,-0.11937949380482284
22080918_7_SecondaryMeltingCurve,22080918,7,SecondaryMeltingCurve,-45.94564307034066,0.31162329383821763,69.15463459564076,0.15565480849780527,0.02264339269258677,0.01376017315617191,0.007516605142849561,0.00015837454089007974,0.0004197690373941576,5.430479800147574e-06,0.002924206210745073,0.0001586460940341156,0.00043674487180421755,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/7_SecondaryMeltingCurve.csv,,True,WC1154,6.4,1000.0,ECL micro cuvette,-4.315937369453749,-0.13422442592580014
22080918_5_MeltingCurve,22080918,5,MeltingCurve,-43.81038287740581,0.283209662531752,70.52071504629264,0.1797431088865628,0.13791651822994275,0.02213489712281409,0.006776101968171397,0.0002005372069366496,0.0004953452031204453,6.98164988114214e-06,0.0023555694819066275,0.00025300432358326276,0.0005474051377635956,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22080918_WC_batch1_hairpin_1M-Na/5_MeltingCurve.csv,,True,WC578,6.4,1000.0,ECL micro cuvette,-4.273146637777049,-0.12747778893963813
