,curve_date,curve_num,curve_name,dH,dH_std,Tm,Tm_std,fmax,fmax_std,fmin,fmin_std,s1,s1_std,s2,s2_std,rmse,celsius_min,celsius_max,data_file,blank,pass_qc,SEQID,conc_uM,Na_mM,Cuvette,dG_37,dS
22111906_5_SecondaryCoolingCurve,22111906,5,SecondaryCoolingCurve,-44.81832000018594,2.8307151124272885,58.89452338043146,0.778716876907017,0.10769475100942219,0.012166797806873013,0.008956508618436346,0.00027619448433619073,0.0005611787646053745,1.2494656384557958e-05,-0.0005606823893851143,0.00016399632536637194,0.0006601851302106444,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111906_WC1375_hairpin_purification_rerun/5_SecondaryCoolingCurve.csv,,True,WC1375,6.0,25.0,,-2.9552535458970897,-0.13497683847908706
22082723_4_SecondaryCoolingCurve,22082723,4,SecondaryCoolingCurve,-47.93675848241074,1.1193584711706415,59.66994847611493,0.6678671748605687,0.1638434695172005,0.07433710892138733,0.005432008211017886,0.0005101035663137806,0.001506913536635679,2.1454701392683074e-05,0.0019627245928250936,0.0010222442146936308,0.0011919805455367818,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/4_SecondaryCoolingCurve.csv,,True,WC578,6.4,50.0,ECL micro cuvette,-3.2652004481221972,-0.14403210715553294
22082723_6_SecondaryMeltingCurve,22082723,6,SecondaryMeltingCurve,-44.194410071629974,0.21930126177700357,60.41676376787768,0.20574432717003419,0.1328815115551745,0.02600533978663691,0.005932224504404657,0.00014173582864959028,0.000842919158055011,6.165173754232542e-06,0.0025051626940215677,0.000353107882511669,0.0003237091536068291,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/6_SecondaryMeltingCurve.csv,,True,WC1154,6.4,50.0,ECL micro cuvette,-3.1024975294847774,-0.13249044830612672
22082723_6_SecondaryCoolingCurve,22082723,6,SecondaryCoolingCurve,-49.22390891522615,0.7514044776910944,59.52958847032553,0.34521332179947023,0.3254375081635817,0.04467637715589341,0.0058020310170874695,0.00034631325195251674,0.001199971598698557,1.4554953113449343e-05,-0.0007206453182826422,0.0006191317942607811,0.0008096078410596622,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/6_SecondaryCoolingCurve.csv,,True,WC1154,6.4,50.0,ECL micro cuvette,-3.3335210490671634,-0.14796191477078505
22082723_3_SecondaryMeltingCurve,22082723,3,SecondaryMeltingCurve,-41.5832115302263,0.18626279703622167,55.91765159166442,0.10309863775025975,0.19454569220806317,0.010654715171560388,0.004926635077606725,0.000138879301153358,0.0009656801251709535,6.6917307193911615e-06,0.0019588147078417606,0.0001470002683859613,0.00029297098845025766,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/3_SecondaryMeltingCurve.csv,,True,WC200,6.4,50.0,ECL micro cuvette,-2.390562256685916,-0.12636675567802802
22082723_2_CoolingCurve,22082723,2,CoolingCurve,-48.72678805188047,0.5602322260861656,56.22862495259897,0.19144078893963404,0.1993578682314208,0.02074972657943094,0.007609805576894557,0.0002988757163118726,0.0008343682721065893,1.3092368369268842e-05,0.0011241422210979124,0.000291263552415735,0.0006760651426032856,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/2_CoolingCurve.csv,,True,WC1394,6.4,50.0,ECL micro cuvette,-2.844596041194923,-0.1479354893138338
22082723_5_CoolingCurve,22082723,5,CoolingCurve,-49.147971594296436,0.2091532478740986,55.95013900936843,0.06544250226138225,0.28314230389007156,0.008768235108204474,0.005842110810457116,0.00013715233237650835,0.0008899517767773091,6.027712596107029e-06,0.0005173265586844167,0.0001235530447207568,0.0003094201526992813,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/5_CoolingCurve.csv,,True,WC1025,6.4,50.0,ECL micro cuvette,-2.8300227904610322,-0.1493404765559742
22082723_5_SecondaryMeltingCurve,22082723,5,SecondaryMeltingCurve,-44.998656495263305,0.28526747074723785,58.622371484563686,0.16771591718550818,0.3207103655721431,0.026627773524016535,0.004562870469367805,0.00022370434326403563,0.0010399207297306923,9.928551547841943e-06,0.0007846388849119812,0.00036626803504006677,0.0005027457173675638,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/5_SecondaryMeltingCurve.csv,,True,WC1025,6.4,50.0,ECL micro cuvette,-2.932666341965513,-0.1356311144713777
22082723_2_SecondaryMeltingCurve,22082723,2,SecondaryMeltingCurve,-45.77198906760168,0.4458041512067019,58.644202769010086,0.2742264415568679,0.15772017162334273,0.033528165827522924,0.005702557874393124,0.0002735324271616002,0.0009706944925156336,1.192290973907449e-05,0.0022866945935056116,0.00046080138094913627,0.0006230746493585073,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/2_SecondaryMeltingCurve.csv,,True,WC1394,6.4,50.0,ECL micro cuvette,-2.9858816225604494,-0.13795295000819358
22082723_1_MeltingCurve,22082723,1,MeltingCurve,-40.50899693399798,0.36568492723768387,56.845031925638736,0.28653699596118654,0.04948727692025387,0.020007185080306657,0.005924824680223262,0.0002062051222452305,0.0006154257641828309,9.845883880950237e-06,0.0027931617527499064,0.0002729100336699444,0.0004371499635943512,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/1_MeltingCurve.csv,,True,WC1048,6.4,50.0,ECL micro cuvette,-2.4361043641770452,-0.12275638423285808
22082723_2_SecondaryCoolingCurve,22082723,2,SecondaryCoolingCurve,-50.608920940300926,1.2022756804047452,56.25950000115867,0.37628908668806305,0.1541128698237151,0.03865956104994991,0.006803274541014537,0.0005637217911854543,0.001311725229383942,2.4136137492735012e-05,0.0020502115702356605,0.000544138203607268,0.001297430712733389,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/2_SecondaryCoolingCurve.csv,,True,WC1394,6.4,50.0,ECL micro cuvette,-2.9589386854505957,-0.15363528052506958
22082723_4_CoolingCurve,22082723,4,CoolingCurve,-47.66376968993837,0.5386932248228148,59.338058307466916,0.295369376372627,0.21730448771288155,0.03450685769714583,0.007092773714554593,0.0002587943990074394,0.0008743722336259641,1.1004534664894354e-05,0.0006770427899502884,0.00047560901049082223,0.0005996969756588494,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/4_CoolingCurve.csv,,True,WC578,6.4,50.0,ECL micro cuvette,-3.202268592464529,-0.1433548318474088
22082723_7_SecondaryMeltingCurve,22082723,7,SecondaryMeltingCurve,-46.0749912811112,0.34290304736074545,59.413388177625684,0.2269522363582011,0.20880316291328246,0.03336643900758192,0.004968472700221757,0.0002343160817849617,0.001094878598917104,1.0096681078144931e-05,0.002078645471279561,0.0004574484114799606,0.000538558378267156,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/7_SecondaryMeltingCurve.csv,,True,WC788,6.4,50.0,ECL micro cuvette,-3.1052626403742605,-0.13854498997497
22082723_5_SecondaryCoolingCurve,22082723,5,SecondaryCoolingCurve,-46.71486412944265,0.4672815993744193,57.26749168497545,0.18409871372278003,0.42592152050061716,0.027192151458186594,0.0036332176163659663,0.0003315887014706027,0.0014158727226265544,1.4820803359095529e-05,-0.001076804989971647,0.0003797570258777192,0.0007392835391300693,5.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22082723_WC_batch1_hairpin_50mM-Na/5_SecondaryCoolingCurve.csv,,True,WC1025,6.4,50.0,ECL micro cuvette,-2.8654449117691416,-0.14138132909132198
23012106_4_SecondaryCoolingCurve,23012106,4,SecondaryCoolingCurve,-24.876023993756704,0.6528442727082754,57.494888882273806,0.43952649644307024,0.49558378097761363,0.02283363932708363,0.007849572028104906,0.0008553349609366495,0.0005689768089052194,6.503117464983075e-05,-0.0036870164608617806,0.00026899394022141264,0.001432266081428828,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23012106_WC_remeasure_01/4_SecondaryCoolingCurve.csv,,True,WC1203,6.0,25.0,eCuvette,-1.5419302240185147,-0.075234866257418
23012106_2_MeltingCurve,23012106,2,MeltingCurve,-18.372189257701308,1.0054237292008914,69.38718869712592,3.3702176207979795,2.2509630310450435,0.7291799646732436,0.016439863860175097,0.005794826775431425,-0.001195724087786454,0.0005747763605760747,-0.013015848085950354,0.007415339069113095,0.008161812041018058,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23012106_WC_remeasure_01/2_MeltingCurve.csv,,True,WC1106,6.0,25.0,eCuvette,-1.7371064512198302,-0.05363560472829753
23012106_6_MeltingCurve,23012106,6,MeltingCurve,-24.76146208125765,0.6657665306737599,45.75258901000606,0.3685720151760938,0.054578059364916894,0.020121798870528475,0.03494686121044774,0.001641520915655541,-0.0014606542322501692,0.00012814687068771728,0.005355823526248749,0.00023291405003885126,0.002466610807263228,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23012106_WC_remeasure_01/6_MeltingCurve.csv,,True,WC91,6.0,25.0,eCuvette,-0.679602199395434,-0.0776458484019417
23012106_6_TertiaryMeltingCurve,23012106,6,TertiaryMeltingCurve,-35.2673936097529,0.7694709651374919,65.29992365666337,0.6496738868254852,0.010000000167133226,0.15336294960533514,0.008608202353606514,0.0006145768559219457,0.00043705707688213025,2.547133225707917e-05,0.0035207196017030817,0.0004501134479313397,0.0014803783634176032,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23012106_WC_remeasure_01/6_TertiaryMeltingCurve.csv,,True,WC91,6.0,25.0,eCuvette,-2.94892826667611,-0.10420269335185167
23012106_5_TertiaryMeltingCurve,23012106,5,TertiaryMeltingCurve,-34.77599222775272,1.7940605790739124,75.6277997367864,2.553023417498582,0.010000000027406461,0.027720548266328256,0.015506481683722845,0.0007002229082654084,0.0001471591091970481,2.7038397423289185e-05,0.0026445263606644787,0.0022493066221728254,0.0017879447046655003,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23012106_WC_remeasure_01/5_TertiaryMeltingCurve.csv,,True,WC2922,6.0,25.0,eCuvette,-3.8515067886644214,-0.09970815875894985
23012106_1_MeltingCurve,23012106,1,MeltingCurve,-17.940964732996964,0.5963904667220016,76.47156125220741,3.048696487542743,4.225832167168599,1.0101658302221699,0.025559978261371408,0.003427084519535342,-0.0019322451935919194,0.0003706195712789416,-0.0328356211311811,0.010222462427476249,0.006102977978982086,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23012106_WC_remeasure_01/1_MeltingCurve.csv,,True,WC68,6.0,25.0,eCuvette,-2.025498329810777,-0.051315384179223565
23012106_4_TertiaryMeltingCurve,23012106,4,TertiaryMeltingCurve,-22.496602893714122,1.3389133919026073,53.18809943635475,1.735753646762041,0.010000000030334218,0.01467884248641706,0.008097931964389127,0.0019792830980410493,0.0007344828344151288,0.00015015216819914048,0.004776848252665111,0.0006164008405800723,0.0031935470843915126,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23012106_WC_remeasure_01/4_TertiaryMeltingCurve.csv,,True,WC1203,6.0,25.0,eCuvette,-1.1159507432709508,-0.06893648928080984
23012106_5_MeltingCurve,23012106,5,MeltingCurve,-27.878876059788123,2.3463695642952462,42.293123915572565,0.8314259464797356,0.010000000191736875,0.024222623779254073,0.03495500884233324,0.00428550294856791,-0.0014065667480800403,0.0003146148485376183,0.004600895259840421,0.00039588056844691507,0.0064361359485402315,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23012106_WC_remeasure_01/5_MeltingCurve.csv,,True,WC2922,6.0,25.0,eCuvette,-0.4678065059070461,-0.08838004047680502
23020906_4_SecondaryCoolingCurve,23020906,4,SecondaryCoolingCurve,-26.434689831634206,0.7614192451693544,26.542789416812507,0.6630342538665408,0.22884282574580847,0.002782618208466599,-0.010566764821452551,0.001926755548314653,0.003064194034314127,0.0004126442478040987,0.0008555051854410856,3.833181633976041e-05,0.001578844836051583,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23020906_order90_03/4_SecondaryCoolingCurve.csv,,True,MMTM1325,6.0,25.0,eCuvette,0.9223882857127432,-0.08820595878557778
23020906_1_SecondaryCoolingCurve,23020906,1,SecondaryCoolingCurve,-10.457288498208358,4.418289038599425,23.900000190734797,32.91490368032655,0.3612208222207885,0.2243954090713193,-0.09999999999983925,0.03204609561824857,8.881426855067431e-06,0.016002642328090254,-8.179985580714089e-05,0.001942201650896814,0.007315371287240375,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23020906_order90_03/1_SecondaryCoolingCurve.csv,,False,MMTM177,6.0,25.0,eCuvette,0.4611697601211902,-0.03520379899509769
23020906_2_CoolingCurve,23020906,2,CoolingCurve,-51.03930392752075,2.4281227374321577,60.13187715906693,0.34903272683849756,0.16487080049462496,0.010340563693968657,0.011150647656973156,0.000609688007027767,0.0004326004317762866,2.360091658513064e-05,-0.0008443622161724562,0.00012853825261264904,0.001534767501895867,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23020906_order90_03/2_CoolingCurve.csv,,True,MMCNNN2336,6.0,25.0,eCuvette,-3.5424515692229037,-0.15314155201772642
23020906_5_CoolingCurve,23020906,5,CoolingCurve,-33.259669562155885,1.932319286165627,60.40482701004263,0.6809964678857423,0.111458787631699,0.006754429106817114,0.007032613459636336,0.0003424389584808341,0.0005614191957876713,1.7732808936288494e-05,-0.0006052623570365068,8.23413336436409e-05,0.0007053934751563384,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23020906_order90_03/5_CoolingCurve.csv,,True,MMTM176,6.0,25.0,eCuvette,-2.333759698491794,-0.09971275145466417
23020906_1_CoolingCurve,23020906,1,CoolingCurve,-47.12422671283749,1.242514923215905,57.355020511000326,0.19187871407166193,0.19942309471549508,0.006454142537841332,0.009876907180635427,0.0004869256494303506,0.00030083596553520664,2.0509424674060616e-05,-0.0012035871029574263,8.09137213063481e-05,0.0011503404232824958,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23020906_order90_03/1_CoolingCurve.csv,,True,MMTM177,6.0,25.0,eCuvette,-2.902269381027179,-0.14258248373951415
23020906_2_SecondaryCoolingCurve,23020906,2,SecondaryCoolingCurve,-25.41923909092497,3.5850458089635375,21.704058119127193,3.8525346766837103,0.15519107061824142,0.010888845627434687,-0.005066279492885434,0.009359351137079993,0.0013807819594833237,0.0027443589153787096,0.002152972634464234,0.00014908434362029526,0.006198619929294591,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23020906_order90_03/2_SecondaryCoolingCurve.csv,,True,MMCNNN2336,6.0,25.0,eCuvette,1.3186564440422637,-0.08620956161524178
23020906_4_CoolingCurve,23020906,4,CoolingCurve,-17.355898327832787,1.7291016450798304,72.05729023950957,3.4048499257780525,0.2014445405558094,0.03873502237152839,0.005950915525268816,0.00034251974218641726,0.0006337882992952792,5.078666811488083e-05,-0.0015895353079984353,0.0004369366439436587,0.0006147239504384029,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23020906_order90_03/4_CoolingCurve.csv,,True,MMTM1325,6.0,25.0,eCuvette,-1.7625663833000211,-0.05027674333236423
23020906_5_SecondaryCoolingCurve,23020906,5,SecondaryCoolingCurve,-26.848526681597445,1.1088114111551373,25.964793788287487,0.9407293283907175,0.2135836000785195,0.003662204637070846,-0.00924356299473221,0.0027271612607163236,0.002894543278544326,0.0005847052939219784,0.0010028024544270764,5.074407174479523e-05,0.002171678092471666,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23020906_order90_03/5_SecondaryCoolingCurve.csv,,True,MMTM176,6.0,25.0,eCuvette,0.9905194746796748,-0.08975994246744196
22090323_7_CoolingCurve,22090323,7,CoolingCurve,-43.99548517197977,0.31214434122890083,54.31592096970539,0.10313694555732937,0.12546681100740936,0.004927298347866179,0.00625123790482561,0.00014995226511324182,0.0007789163458278292,6.40470035161213e-06,0.0005833637641528,6.912889226143994e-05,0.00018923718025880065,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/7_CoolingCurve.csv,,True,WC788,3.2,25.0,ECL micro cuvette,-2.326417179552332,-0.13435133964993534
22090323_4_SecondaryCoolingCurve,22090323,4,SecondaryCoolingCurve,-42.57964918216473,0.34226818414139704,58.3539952904347,0.1860094778138462,0.15680909422340997,0.008960723726596294,0.007114024128513183,0.0001271022314589647,0.0008589424566665116,5.286557132310657e-06,-5.316954853240574e-05,0.00012302551004944056,0.0001682033458516446,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/4_SecondaryCoolingCurve.csv,,True,WC578,3.2,25.0,ECL micro cuvette,-2.7427893510233714,-0.12844384920567906
22090323_1_SecondaryMeltingCurve,22090323,1,SecondaryMeltingCurve,-35.132378509352726,0.6699032746361959,59.856344796900046,0.6253170199347692,0.2872589560379995,0.03585090730167049,0.006810266563260253,0.0003906122865379626,0.0005235971324684119,1.8429851327159324e-05,-0.0019186305910041668,0.0004809851160608294,0.00043521299672540163,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/1_SecondaryMeltingCurve.csv,,True,WC1048,3.2,25.0,ECL micro cuvette,-2.4113587302209303,-0.10550062801590132
22090323_2_MeltingCurve,22090323,2,MeltingCurve,-46.68286944284839,0.2631141260323102,54.51826853111465,0.08824481635693315,0.03706356585906983,0.004124943358623331,0.007844994290964427,0.00011225240674649797,0.0002467487198729579,4.550268926629734e-06,0.0015614235101133467,5.780545072359795e-05,0.00015296831689952354,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/2_MeltingCurve.csv,,True,WC1394,3.2,25.0,ECL micro cuvette,-2.495826179229581,-0.14246991218319785
22090323_6_SecondaryMeltingCurve,22090323,6,SecondaryMeltingCurve,-39.00267911216288,0.3359083720529093,57.593632758639004,0.2758250956331883,0.06168810025420557,0.01076415709484531,0.00589007982204813,0.00015060282315034084,0.0006607610664102204,6.52775129356935e-06,0.0013226445748242277,0.00014550548536952046,0.0001875634463106719,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/6_SecondaryMeltingCurve.csv,,True,WC1154,3.2,25.0,ECL micro cuvette,-2.4284877188401235,-0.11792420246114062
22090323_3_SecondaryCoolingCurve,22090323,3,SecondaryCoolingCurve,-43.87990410681692,0.4868392342670404,51.61085949458711,0.11874901508615639,0.12003819025238051,0.004357658095552601,0.0078361359031998,0.0002228395350205201,0.000843256020248706,9.981346035308815e-06,0.0004136667533121141,6.225063092456289e-05,0.0002597803420110774,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/3_SecondaryCoolingCurve.csv,,True,WC200,3.2,25.0,ECL micro cuvette,-1.9741391081992243,-0.13511450910403902
22090323_3_CoolingCurve,22090323,3,CoolingCurve,-43.776407749711154,0.333006057840244,51.015464828104,0.07952899627008828,0.1206920881894387,0.0033653966215693304,0.0054066820896602336,0.00018460340222276305,0.000579174321201581,8.322736531524732e-06,0.0004049623387478718,4.81405038585013e-05,0.00021259475940315123,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/3_CoolingCurve.csv,,True,WC200,3.2,25.0,ECL micro cuvette,-1.8926960755741271,-0.13504340375346455
22090323_6_CoolingCurve,22090323,6,CoolingCurve,-41.81427869978543,0.39315147156425073,55.41885186021366,0.17294105082023722,0.09861774634820052,0.006420647279938843,0.009147666142978461,0.00015128729925056498,0.0004280746764180332,6.533404016732648e-06,0.000378890556371303,8.888984060396629e-05,0.00018840022459350178,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/6_CoolingCurve.csv,,True,WC1154,3.2,25.0,ECL micro cuvette,-2.3440170930770274,-0.1272618462250795
22090323_6_SecondaryCoolingCurve,22090323,6,SecondaryCoolingCurve,-37.95975239562048,0.8196760891521683,56.094712026489525,0.4735409316059913,0.10752966982093849,0.013913747067596436,0.009376332763648673,0.00028728912883117753,0.0006823241417506232,1.3167494185407381e-05,0.0002616508100006243,0.00019018809172252385,0.0003290576708078353,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/6_SecondaryCoolingCurve.csv,,True,WC1154,3.2,25.0,ECL micro cuvette,-2.2014948581251654,-0.11529343071899181
22090323_3_MeltingCurve,22090323,3,MeltingCurve,-43.155683861055515,0.20696240801428786,51.98703479358531,0.06252142402911019,0.07893304409002111,0.0030007389491305135,0.007755250688601514,0.00012554648615031814,0.0003154271123260166,5.530314403396165e-06,0.0012820789293459534,4.2339256090736835e-05,0.00015019651635248568,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/3_MeltingCurve.csv,,True,WC200,3.2,25.0,ECL micro cuvette,-1.9892404320449515,-0.13273075424475436
22090323_3_SecondaryMeltingCurve,22090323,3,SecondaryMeltingCurve,-39.985509958061634,0.6686556476598001,53.08257769533924,0.26330807380257093,0.11109310889890865,0.01189137698055206,0.005372122947855967,0.0004079491745673271,0.0007462863884901694,1.8627431447976704e-05,0.0010105629164982588,0.00016549485791174444,0.0004645025170015563,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/3_SecondaryMeltingCurve.csv,,True,WC200,3.2,25.0,ECL micro cuvette,-1.971201267302113,-0.12256749537565541
22090323_4_SecondaryMeltingCurve,22090323,4,SecondaryMeltingCurve,-40.15529039147708,0.2680589740314725,60.21770264616612,0.2591209623051145,0.14946090081157912,0.015981537306506283,0.006365234531921532,0.00013910373727910125,0.0006502337356253385,5.814922875428527e-06,0.0003611233851206208,0.000215114025140026,0.00018338123826698835,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/4_SecondaryMeltingCurve.csv,,True,WC578,3.2,25.0,ECL micro cuvette,-2.7966524188736908,-0.12045345146736544
22090323_7_MeltingCurve,22090323,7,MeltingCurve,-47.143617134120596,0.1544586932945823,55.716042128836165,0.055182766199235976,0.07974815094476177,0.003589210227567833,0.008106738691607315,8.082422675614417e-05,0.0002748281758506721,3.2276132252571662e-06,0.0013612277340540047,5.011518669558794e-05,0.00011282969407753564,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/7_MeltingCurve.csv,,True,WC788,3.2,25.0,ECL micro cuvette,-2.682982769143005,-0.1433520372883366
22090323_1_SecondaryCoolingCurve,22090323,1,SecondaryCoolingCurve,-38.45437344142697,0.2780255645818211,54.84505834793087,0.12045281658172936,0.13098278775186986,0.003443501962475574,0.00632970383150025,9.912668256700828e-05,0.0007059735535688283,4.6385442777167586e-06,-0.00025373978777554207,4.77742005376274e-05,0.00010972632454100425,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/1_SecondaryCoolingCurve.csv,,True,WC1048,3.2,25.0,ECL micro cuvette,-2.0921673065801443,-0.11724070976897251
22090323_2_CoolingCurve,22090323,2,CoolingCurve,-46.39052497505156,0.5389793780040604,53.8328466304695,0.13990589321993083,0.13372310745849728,0.006162731446821809,0.007336832741758795,0.00022208359267904542,0.0005249655596841762,9.344452622089616e-06,-5.7972208090006916e-05,8.748356745982932e-05,0.0002862027968048764,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/2_CoolingCurve.csv,,True,WC1394,3.2,25.0,ECL micro cuvette,-2.388151550024584,-0.14187449113340958
22090323_5_CoolingCurve,22090323,5,CoolingCurve,-42.40867194336313,0.39840245701463295,54.29534109305278,0.13611902935763712,0.2076499892218852,0.00841039239843764,0.004655314327695656,0.00026520391146778774,0.0008114094367304148,1.165654120875954e-05,-0.0002658105448971604,0.00011791802758749897,0.00032088503804684766,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/5_CoolingCurve.csv,,True,WC1025,3.2,25.0,ECL micro cuvette,-2.2399843714844816,-0.12951374358174642
22090323_5_SecondaryMeltingCurve,22090323,5,SecondaryMeltingCurve,-39.45443092415488,0.6062993971533188,56.41288896576355,0.3488489354375312,0.17828504093358918,0.022702147648305797,0.003883575181207702,0.000432048247597784,0.0008009934187003243,1.9108605933326942e-05,0.0005028896470289368,0.00031055827562299703,0.000521231512213316,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/5_SecondaryMeltingCurve.csv,,True,WC1025,3.2,25.0,ECL micro cuvette,-2.324061696211111,-0.11971745680459057
22090323_1_CoolingCurve,22090323,1,CoolingCurve,-36.580765830003855,0.3858921790957684,55.35984757326467,0.20499077715932995,0.17946532276182148,0.008115377359799655,0.007932472931179935,0.00020297203069041947,0.0004998580832364929,9.743508321009547e-06,-0.0007036869111876065,0.00011136328950983865,0.00021715301128812643,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/1_CoolingCurve.csv,,True,WC1048,3.2,25.0,ECL micro cuvette,-2.044435774797818,-0.11135363551573768
22090323_2_SecondaryMeltingCurve,22090323,2,SecondaryMeltingCurve,-40.678151332120336,0.3159559847670573,56.08478993911796,0.1717225376763869,0.09965135499634331,0.007895546484203722,0.007290808164763032,0.00015611207221094593,0.0006068695601104679,6.757547487808026e-06,0.0009140651105159492,0.00010832593747677792,0.00019406459403943117,12.0,70.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22090323_WC_batch1_hairpin_25mM-Na/2_SecondaryMeltingCurve.csv,,True,WC1394,3.2,25.0,ECL micro cuvette,-2.357994953779728,-0.12355362366061781
