ID,curve_date,curve_num,SEQID,BlankTo,conc_uM,Na_mM,Cuvette,SnapFreeze,Blank,NumberOfCycles,MinTemperature,MaxTemperature,celsius_min,celsius_max,Purification,Usable,Description (from curve_date),TotalVolume_uL,OligoStockConcentration_uM,VolumeAdded_uL,StrandA_SampleID,StrandB_SampleID,ComplexType,ExperimentUsable,TODO,DataAvailable (from PLEXID),ProtocolID (from curve_date),EnoughSample,VolumeAdded_uL_StrandB,ss_conc_uM_StrandB (from SEQID)
357,23031102,5,MMCNNN2336,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,True,Jan_hairpin_rerun_01,300.0,200.0,14,"Object[Sample, ""id:P5ZnEjZXJ8ll""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:01G6nvGmK7NY""]",14,Infinity,
358,23031102,6,MMCNNN2337,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,True,Jan_hairpin_rerun_01,300.0,200.0,14,"Object[Sample, ""id:01G6nvGjB3ld""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:01G6nvGmK7NY""]",14,Infinity,
359,23031102,7,blank,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,Jan_hairpin_rerun_01,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:01G6nvGmK7NY""]",0,Infinity,
360,23030919,1,MMTM1325,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_02,300.0,200.0,14,"Object[Sample, ""id:pZx9jox3vEW0""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:P5ZnEjZmPVwO""]",14,Infinity,
361,23030919,2,MMTM179,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_02,300.0,200.0,14,"Object[Sample, ""id:kEJ9mqJkNANV""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:P5ZnEjZmPVwO""]",14,Infinity,
362,23030919,3,MMTM181,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_02,300.0,200.0,14,"Object[Sample, ""id:wqW9BPWdawD9""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:P5ZnEjZmPVwO""]",14,Infinity,
363,23030919,4,MMTM185,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_02,300.0,200.0,14,"Object[Sample, ""id:Vrbp1jbdNJVq""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:P5ZnEjZmPVwO""]",14,Infinity,
364,23030919,5,MMTM189,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_02,300.0,200.0,14,"Object[Sample, ""id:N80DNj045EKl""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:P5ZnEjZmPVwO""]",14,Infinity,
365,23030919,6,MMTM1917,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_02,300.0,200.0,14,"Object[Sample, ""id:L8kPEjkeJ7BP""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:P5ZnEjZmPVwO""]",14,Infinity,
366,23030919,7,blank,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,Jan_hairpin_rerun_02,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:P5ZnEjZmPVwO""]",0,Infinity,
367,23031009,1,MMTM29,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_03,300.0,200.0,14,"Object[Sample, ""id:lYq9jRqENbnp""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:R8e1PjemDkj4""]",14,Infinity,
368,23031009,2,TETNN836,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_03,300.0,200.0,14,"Object[Sample, ""id:6V0npv09BL1w""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:R8e1PjemDkj4""]",14,Infinity,
369,23031009,3,TETNN839,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_03,300.0,200.0,14,"Object[Sample, ""id:lYq9jRqEN703""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:R8e1PjemDkj4""]",14,Infinity,
370,23031009,4,TETNN965,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_03,300.0,200.0,14,"Object[Sample, ""id:6V0npv09B4E1""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:R8e1PjemDkj4""]",14,Infinity,
371,23031009,5,TETNN837,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_03,300.0,200.0,14,"Object[Sample, ""id:8qZ1VWZrBXkD""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:R8e1PjemDkj4""]",14,Infinity,
372,23031009,6,TETNN773,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_03,300.0,200.0,14,"Object[Sample, ""id:eGakldaONAv4""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:R8e1PjemDkj4""]",14,Infinity,
373,23031009,7,blank,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,Jan_hairpin_rerun_03,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:R8e1PjemDkj4""]",0,Infinity,
374,23031117,1,TETNN967,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_04,300.0,200.0,14,"Object[Sample, ""id:dORYzZRrNGze""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:4pO6dMOZvkGw""]",14,Infinity,
375,23031117,2,TETNN775,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_04,300.0,200.0,14,"Object[Sample, ""id:vXl9j5lZAJDD""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:4pO6dMOZvkGw""]",14,Infinity,
376,23031117,3,TETNN983,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_04,300.0,200.0,14,"Object[Sample, ""id:O81aEB1V35ex""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:4pO6dMOZvkGw""]",14,Infinity,
377,23031117,4,TETNN991,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_04,300.0,200.0,14,"Object[Sample, ""id:AEqRl9qeX3kR""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:4pO6dMOZvkGw""]",14,Infinity,
378,23031117,5,TETNNN3905,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_04,300.0,200.0,14,"Object[Sample, ""id:WNa4Zjaew6G4""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:4pO6dMOZvkGw""]",14,Infinity,
379,23031117,6,TETNNN1640,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_04,300.0,200.0,14,"Object[Sample, ""id:E8zoYvz5Gava""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:4pO6dMOZvkGw""]",14,Infinity,
380,23031117,7,blank,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,Jan_hairpin_rerun_04,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:4pO6dMOZvkGw""]",0,Infinity,
381,23031301,1,TETNNN707,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,True,Jan_hairpin_rerun_05,300.0,200.0,14,"Object[Sample, ""id:8qZ1VWZrnpvL""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:XnlV5jl8bzLM""]",14,Infinity,
382,23031301,2,TETNNN621,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,True,Jan_hairpin_rerun_05,300.0,200.0,14,"Object[Sample, ""id:mnk9jOkYenaR""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:XnlV5jl8bzLM""]",14,Infinity,
383,23031301,3,WC1106,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,Jan_hairpin_rerun_05,300.0,128.0,21,"Object[Sample, ""id:N80DNj1JzN4o""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:XnlV5jl8bzLM""]",21,Infinity,
384,23031301,4,WC1048,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,Jan_hairpin_rerun_05,300.0,128.0,21,"Object[Sample, ""id:P5ZnEjdKYJJW""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:XnlV5jl8bzLM""]",21,Infinity,
385,23031301,5,WC1394,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,Jan_hairpin_rerun_05,300.0,128.0,21,"Object[Sample, ""id:7X104vnDo3nk""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:XnlV5jl8bzLM""]",21,Infinity,
386,23031301,6,WC200,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,Jan_hairpin_rerun_05,300.0,128.0,21,"Object[Sample, ""id:dORYzZJ85wEG""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:XnlV5jl8bzLM""]",21,Infinity,
387,23031301,7,blank,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,Jan_hairpin_rerun_05,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:XnlV5jl8bzLM""]",0,Infinity,
388,23031514,1,WC578,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,Jan_hairpin_rerun_06,300.0,128.0,21,"Object[Sample, ""id:o1k9jAG4lYxx""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:Vrbp1jbB8DJE""]",21,Infinity,
389,23031514,2,WC1025,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,Jan_hairpin_rerun_06,300.0,128.0,21,"Object[Sample, ""id:Vrbp1jKnqpBm""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:Vrbp1jbB8DJE""]",21,Infinity,
390,23031514,3,WC1154,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_06,300.0,128.0,21,"Object[Sample, ""id:AEqRl9K0ORGW""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:Vrbp1jbB8DJE""]",21,Infinity,
391,23031514,4,WC788,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_06,300.0,128.0,21,"Object[Sample, ""id:3em6ZvLzJv8W""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:Vrbp1jbB8DJE""]",21,Infinity,
392,23031514,5,TRINNN470,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_06,300.0,1000.0,3,"Object[Sample, ""id:AEqRl9q556lv""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:Vrbp1jbB8DJE""]",3,Infinity,
393,23031514,6,TRINNN512,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_06,300.0,1000.0,3,"Object[Sample, ""id:Y0lXejlGGLVo""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:Vrbp1jbB8DJE""]",3,Infinity,
394,23031514,7,blank,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,Jan_hairpin_rerun_06,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:Vrbp1jbB8DJE""]",0,Infinity,
395,23031320,1,MMCNN88,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_07,300.0,1000.0,3,"Object[Sample, ""id:AEqRl9q55vnv""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:pZx9joxRGzKp""]",3,Infinity,
396,23031320,2,MMCNN124,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_07,300.0,1000.0,3,"Object[Sample, ""id:mnk9jOk33MrR""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:pZx9joxRGzKp""]",3,Infinity,
397,23031320,3,MMCNN151,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,Jan_hairpin_rerun_07,300.0,1000.0,3,"Object[Sample, ""id:n0k9mGkzzD73""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:pZx9joxRGzKp""]",3,Infinity,
398,23031320,4,HP001,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_07,300.0,200.0,14,"Object[Sample, ""id:8qZ1VWZrMDDL""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:pZx9joxRGzKp""]",14,Infinity,
399,23031320,5,HP002,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_07,300.0,200.0,14,"Object[Sample, ""id:kEJ9mqJk34qp""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:pZx9joxRGzKp""]",14,Infinity,
400,23031320,6,HP003,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_07,300.0,200.0,14,"Object[Sample, ""id:01G6nvGj7kEr""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:pZx9joxRGzKp""]",14,Infinity,
401,23031320,7,blank,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,Jan_hairpin_rerun_07,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:pZx9joxRGzKp""]",0,Infinity,
402,23031209,1,HP004,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_08,300.0,200.0,14,"Object[Sample, ""id:4pO6dMOok5P5""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:eGakldan14wE""]",14,Infinity,
403,23031209,2,HP005,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_08,300.0,200.0,14,"Object[Sample, ""id:Y0lXejl46l7E""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:eGakldan14wE""]",14,Infinity,
404,23031209,3,HP006,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_08,300.0,200.0,14,"Object[Sample, ""id:AEqRl9qezq1a""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:eGakldan14wE""]",14,Infinity,
405,23031209,4,HP007,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_08,300.0,200.0,14,"Object[Sample, ""id:qdkmxzkEoGxx""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:eGakldan14wE""]",14,Infinity,
406,23031209,5,HP008,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_08,300.0,200.0,14,"Object[Sample, ""id:o1k9jAkEJEmA""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:eGakldan14wE""]",14,Infinity,
407,23031209,6,HP009,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_08,300.0,200.0,14,"Object[Sample, ""id:6V0npv09EMnV""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:eGakldan14wE""]",14,Infinity,
408,23031209,7,blank,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,Jan_hairpin_rerun_08,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:eGakldan14wE""]",0,Infinity,
409,23031414,1,HP010,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_09,300.0,200.0,14,"Object[Sample, ""id:E8zoYvz5k99v""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:O81aEB1mk5kN""]",14,Infinity,
410,23031414,2,HP011,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_09,300.0,200.0,14,"Object[Sample, ""id:BYDOjvDpNo0q""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:O81aEB1mk5kN""]",14,Infinity,
411,23031414,3,HP012,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_09,300.0,200.0,14,"Object[Sample, ""id:pZx9jox3zjbe""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:O81aEB1mk5kN""]",14,Infinity,
412,23031414,4,HP013,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_09,300.0,200.0,14,"Object[Sample, ""id:rea9jla8pjk5""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:O81aEB1mk5kN""]",14,Infinity,
413,23031414,5,HP014,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_09,300.0,200.0,14,"Object[Sample, ""id:BYDOjvDpNaPk""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:O81aEB1mk5kN""]",14,Infinity,
414,23031414,6,HP015,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_09,300.0,200.0,14,"Object[Sample, ""id:4pO6dMOokr87""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:O81aEB1mk5kN""]",14,Infinity,
415,23031414,7,blank,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,Jan_hairpin_rerun_09,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:O81aEB1mk5kN""]",0,Infinity,
416,Jan_hairpin_rerun_10,1,HP016,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_10,300.0,200.0,14,"Object[Sample, ""id:D8KAEvKVxJ0b""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:dORYzZRk0V8G""]",14,Infinity,
417,Jan_hairpin_rerun_10,2,HP017,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_10,300.0,200.0,14,"Object[Sample, ""id:J8AY5jAZ130E""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:dORYzZRk0V8G""]",14,Infinity,
418,Jan_hairpin_rerun_10,3,HP018,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_10,300.0,200.0,14,"Object[Sample, ""id:dORYzZRrVMLp""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:dORYzZRk0V8G""]",14,Infinity,
419,Jan_hairpin_rerun_10,4,HP019,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_10,300.0,200.0,14,"Object[Sample, ""id:E8zoYvz5knav""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:dORYzZRk0V8G""]",14,Infinity,
420,Jan_hairpin_rerun_10,5,HP020,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_10,300.0,200.0,14,"Object[Sample, ""id:o1k9jAkEJMLG""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:dORYzZRk0V8G""]",14,Infinity,
421,Jan_hairpin_rerun_10,6,HP021,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,Jan_hairpin_rerun_10,300.0,200.0,14,"Object[Sample, ""id:bq9LA09Oxo56""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:dORYzZRk0V8G""]",14,Infinity,
422,Jan_hairpin_rerun_10,7,blank,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,Jan_hairpin_rerun_10,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:dORYzZRk0V8G""]",0,Infinity,
423,Jan_hairpin_rerun_11,1,HP022,,9.0,25.0,eCuvette,Anneal,TRUE,2,5,85,,,standard desalting,,Jan_hairpin_rerun_11,300.0,200.0,14,"Object[Sample, ""id:E8zoYvz5kmla""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:4pO6dMOl1n8X""]",14,Infinity,
424,Jan_hairpin_rerun_11,2,HP023,,9.0,25.0,eCuvette,Anneal,TRUE,2,5,85,,,standard desalting,,Jan_hairpin_rerun_11,300.0,200.0,14,"Object[Sample, ""id:Z1lqpMl56YL0""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:4pO6dMOl1n8X""]",14,Infinity,
425,Jan_hairpin_rerun_11,3,HP024,,9.0,25.0,eCuvette,Anneal,TRUE,2,5,85,,,standard desalting,,Jan_hairpin_rerun_11,300.0,200.0,14,"Object[Sample, ""id:P5ZnEjZXVqOW""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:4pO6dMOl1n8X""]",14,Infinity,
426,Jan_hairpin_rerun_11,4,HP037,,9.0,25.0,eCuvette,Anneal,TRUE,2,5,85,,,standard desalting,,Jan_hairpin_rerun_11,300.0,200.0,14,"Object[Sample, ""id:dORYzZRrV67E""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:4pO6dMOl1n8X""]",14,Infinity,
427,Jan_hairpin_rerun_11,5,HP038,,9.0,25.0,eCuvette,Anneal,TRUE,2,5,85,,,standard desalting,,Jan_hairpin_rerun_11,300.0,200.0,14,"Object[Sample, ""id:BYDOjvDpN53X""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:4pO6dMOl1n8X""]",14,Infinity,
428,Jan_hairpin_rerun_11,6,HP039,,9.0,25.0,eCuvette,Anneal,TRUE,2,5,85,,,standard desalting,,Jan_hairpin_rerun_11,300.0,200.0,14,"Object[Sample, ""id:AEqRl9qez0N6""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:4pO6dMOl1n8X""]",14,Infinity,
430,Jan_hairpin_rerun_12,1,HP040,,9.0,25.0,eCuvette,Anneal,TRUE,2,5,85,,,standard desalting,,Jan_hairpin_rerun_12,300.0,200.0,14,"Object[Sample, ""id:rea9jla8pGDb""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:Y0lXejlqad8o""]",14,Infinity,
431,Jan_hairpin_rerun_12,2,HP041,,9.0,25.0,eCuvette,Anneal,TRUE,2,5,85,,,standard desalting,,Jan_hairpin_rerun_12,300.0,200.0,14,"Object[Sample, ""id:Vrbp1jbdDnZW""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:Y0lXejlqad8o""]",14,Infinity,
432,Jan_hairpin_rerun_12,3,HP042,,9.0,25.0,eCuvette,Anneal,TRUE,2,5,85,,,standard desalting,,Jan_hairpin_rerun_12,300.0,200.0,14,"Object[Sample, ""id:R8e1Pjenkv5j""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:Y0lXejlqad8o""]",14,Infinity,
433,Jan_hairpin_rerun_12,4,HP045,,9.0,25.0,eCuvette,Anneal,TRUE,2,5,85,,,standard desalting,,Jan_hairpin_rerun_12,300.0,200.0,14,"Object[Sample, ""id:mnk9jOkY3XLm""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:Y0lXejlqad8o""]",14,Infinity,
434,Jan_hairpin_rerun_12,5,HP046,,9.0,25.0,eCuvette,Anneal,TRUE,2,5,85,,,standard desalting,,Jan_hairpin_rerun_12,300.0,200.0,14,"Object[Sample, ""id:dORYzZRrn50G""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:Y0lXejlqad8o""]",14,Infinity,
435,Jan_hairpin_rerun_12,6,HP047,,9.0,25.0,eCuvette,Anneal,TRUE,2,5,85,,,standard desalting,,Jan_hairpin_rerun_12,300.0,200.0,14,"Object[Sample, ""id:J8AY5jAZwqvK""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:Y0lXejlqad8o""]",14,Infinity,
437,23030623,1,DMM003,,8.0,25.0,eCuvette,Anneal,TRUE,2,5,90,,,standard desalting,True,DMM_duplex_mismatch_run_4,300.0,400.0,6,"Object[Sample, ""id:vXl9j5l4BzdZ""]","Object[Sample, ""id:KBL5DvLRx4pJ""]",duplex,,,True,"Object[Protocol, UVMelting, ""id:6V0npv0eaWq6""]",6,6,400.0
439,23030623,3,DMM003,,12.0,25.0,eCuvette,Anneal,TRUE,2,5,90,,,standard desalting,False,DMM_duplex_mismatch_run_4,300.0,400.0,9,"Object[Sample, ""id:vXl9j5l4BzdZ""]","Object[Sample, ""id:KBL5DvLRx4pJ""]",duplex,,,True,"Object[Protocol, UVMelting, ""id:6V0npv0eaWq6""]",9,9,400.0
441,23030623,5,DMM003,,24.0,25.0,eCuvette,Anneal,TRUE,2,5,90,,,standard desalting,True,DMM_duplex_mismatch_run_4,300.0,400.0,18,"Object[Sample, ""id:vXl9j5l4BzdZ""]","Object[Sample, ""id:KBL5DvLRx4pJ""]",duplex,,,True,"Object[Protocol, UVMelting, ""id:6V0npv0eaWq6""]",18,18,400.0
443,23030623,7,DMM003,,18.0,25.0,eCuvette,Anneal,TRUE,2,5,90,,,standard desalting,,DMM_duplex_mismatch_run_4,300.0,400.0,14,"Object[Sample, ""id:vXl9j5l4BzdZ""]","Object[Sample, ""id:KBL5DvLRx4pJ""]",duplex,,,True,"Object[Protocol, UVMelting, ""id:6V0npv0eaWq6""]",14,14,400.0
444,duplex_run1_01,1,DBG003-ref,,10.0,25.0,eCuvette,Anneal,manual,2,10,95,,,standard desalting,,duplex_run1_01,300.0,400.0,8,"Object[Sample, ""id:Y0lXejlOo6KE""]","Object[Sample, ""id:R8e1PjenJl0p""]",duplex,,checked,False,"Object[Protocol, UVMelting, ""id:8qZ1VWZ6pnjX""]",8,15,200.0
445,duplex_run1_01,2,WC1025_split,,10.0,25.0,eCuvette,Anneal,manual,2,10,95,,,standard desalting,,duplex_run1_01,300.0,600.0,5,"Object[Sample,""id:1ZA60vAexkRP""]","Object[Sample,""id:aXRlGnRbKjoX""]",duplex,,checked,True,"Object[Protocol, UVMelting, ""id:8qZ1VWZ6pnjX""]",5,5,600.0
446,duplex_run1_01,3,DBG001,,10.0,25.0,eCuvette,Anneal,manual,2,10,95,,,standard desalting,,duplex_run1_01,300.0,400.0,8,"Object[Sample, ""id:eGakldaD6ZPx""]","Object[Sample, ""id:XnlV5jlOA1x8""]",duplex,,checked,False,"Object[Protocol, UVMelting, ""id:8qZ1VWZ6pnjX""]",8,8,400.0
447,duplex_run1_01,4,WC68_stem,,10.0,25.0,eCuvette,Anneal,manual,2,10,95,,,standard desalting,,duplex_run1_01,300.0,100.0,30,"Object[Sample, ""id:D8KAEvKNpo4m""]","Object[Sample, ""id:9RdZXvdmnJea""]",duplex,,checked,False,"Object[Protocol, UVMelting, ""id:8qZ1VWZ6pnjX""]",30,30,100.0
448,duplex_run1_01,5,DBG006,,10.0,25.0,eCuvette,Anneal,manual,2,10,95,,,standard desalting,,duplex_run1_01,300.0,400.0,8,"Object[Sample, ""id:01G6nvGPpDRd""]","Object[Sample, ""id:zGj91ajAnkMx""]",duplex,,checked,False,"Object[Protocol, UVMelting, ""id:8qZ1VWZ6pnjX""]",8,8,400.0
