ID,curve_date,curve_num,SEQID,BlankTo,conc_uM,Na_mM,Cuvette,SnapFreeze,Blank,NumberOfCycles,MinTemperature,MaxTemperature,celsius_min,celsius_max,Purification,Usable,Description (from curve_date),TotalVolume_uL,OligoStockConcentration_uM,VolumeAdded_uL,StrandA_SampleID,StrandB_SampleID,ComplexType,ExperimentUsable,TODO,DataAvailable (from PLEXID),ProtocolID (from curve_date),EnoughSample,VolumeAdded_uL_StrandB,ss_conc_uM_StrandB (from SEQID)
263,23021113,2,TETNN839,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_06,300.0,200.0,9,"Object[Sample, ""id:lYq9jRqEN703""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:o1k9jAkWV75G""]",9,Infinity,
264,23021113,3,TETNN965,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_06,300.0,200.0,9,"Object[Sample, ""id:6V0npv09B4E1""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:o1k9jAkWV75G""]",9,Infinity,
265,23021113,4,TETNN837,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_06,300.0,200.0,9,"Object[Sample, ""id:8qZ1VWZrBXkD""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:o1k9jAkWV75G""]",9,Infinity,
266,23021113,5,TETNN773,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_06,300.0,200.0,9,"Object[Sample, ""id:eGakldaONAv4""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:o1k9jAkWV75G""]",9,Infinity,
267,23021113,6,TETNN967,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_06,300.0,200.0,9,"Object[Sample, ""id:dORYzZRrNGze""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:o1k9jAkWV75G""]",9,Infinity,
268,23021113,7,blank,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,order90_06,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:o1k9jAkWV75G""]",0,Infinity,
269,23021208,1,TETNN900,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_07,300.0,200.0,9,"Object[Sample, ""id:pZx9jox3vGme""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:1ZA60vAxJpvw""]",9,Infinity,
270,23021208,2,TETNN838,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_07,300.0,200.0,9,"Object[Sample, ""id:6V0npv09BPdV""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:1ZA60vAxJpvw""]",9,Infinity,
271,23021208,3,TETNN901,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_07,300.0,200.0,9,"Object[Sample, ""id:L8kPEjkeYZaA""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:1ZA60vAxJpvw""]",9,Infinity,
272,23021208,4,TETNN902,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_07,300.0,200.0,9,"Object[Sample, ""id:zGj91aj4LW6b""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:1ZA60vAxJpvw""]",9,Infinity,
273,23021208,5,TETNN772,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_07,300.0,200.0,9,"Object[Sample, ""id:Vrbp1jbdwXKq""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:1ZA60vAxJpvw""]",9,Infinity,
274,23021208,6,TETNN774,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_07,300.0,200.0,9,"Object[Sample, ""id:aXRlGnRDwe8x""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:1ZA60vAxJpvw""]",9,Infinity,
275,23021208,7,blank,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,order90_07,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:1ZA60vAxJpvw""]",0,Infinity,
276,23021307,1,TETNN775,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_08,300.0,200.0,9,"Object[Sample, ""id:vXl9j5lZAJDD""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:9RdZXvdnYALa""]",9,Infinity,
277,23021307,2,TETNN1011,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_08,300.0,200.0,9,"Object[Sample, ""id:XnlV5jlpwRBz""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:9RdZXvdnYALa""]",9,Infinity,
278,23021307,3,TETNN987,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_08,300.0,200.0,9,"Object[Sample, ""id:o1k9jAkE5ZDx""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:9RdZXvdnYALa""]",9,Infinity,
279,23021307,4,TETNN983,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_08,300.0,200.0,9,"Object[Sample, ""id:O81aEB1V35ex""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:9RdZXvdnYALa""]",9,Infinity,
280,23021307,5,TETNN995,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_08,300.0,200.0,9,"Object[Sample, ""id:Z1lqpMl5wGd0""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:9RdZXvdnYALa""]",9,Infinity,
281,23021307,6,TETNN1019,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_08,300.0,200.0,9,"Object[Sample, ""id:kEJ9mqJkZap3""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:9RdZXvdnYALa""]",9,Infinity,
282,23021307,7,blank,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,order90_08,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:9RdZXvdnYALa""]",0,Infinity,
283,23021507,1,TETNN1015,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_09,300.0,200.0,9,"Object[Sample, ""id:jLq9jXqr1Y31""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:rea9jlaWx0r3""]",9,Infinity,
284,23021507,2,TETNN971,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_09,300.0,200.0,9,"Object[Sample, ""id:aXRlGnRDw66j""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:rea9jlaWx0r3""]",9,Infinity,
285,23021507,3,TETNN1003,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_09,300.0,200.0,9,"Object[Sample, ""id:P5ZnEjZXwX4k""]",,hairpin,,checked,False,"Object[Protocol, UVMelting, ""id:rea9jlaWx0r3""]",9,Infinity,
286,23021507,4,TETNN975,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_09,300.0,200.0,9,"Object[Sample, ""id:L8kPEjkeYmDP""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:rea9jlaWx0r3""]",9,Infinity,
287,23021507,5,TETNN999,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,order90_09,300.0,200.0,9,"Object[Sample, ""id:Y0lXejl4Wqzm""]",,hairpin,,checked,False,"Object[Protocol, UVMelting, ""id:rea9jlaWx0r3""]",9,Infinity,
288,23021507,6,TETNN1007,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_09,300.0,200.0,9,"Object[Sample, ""id:KBL5DvLdE9vN""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:rea9jlaWx0r3""]",9,Infinity,
289,23021507,7,blank,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,order90_09,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:rea9jlaWx0r3""]",0,Infinity,
290,23021414,1,TETNN1023,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_10,300.0,200.0,9,"Object[Sample, ""id:P5ZnEjZXw9eW""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:D8KAEvKRoaZY""]",9,Infinity,
291,23021414,2,TETNN963,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_10,300.0,200.0,9,"Object[Sample, ""id:jLq9jXqr1jjz""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:D8KAEvKRoaZY""]",9,Infinity,
292,23021414,3,TETNN979,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_10,300.0,200.0,9,"Object[Sample, ""id:dORYzZRrwz4b""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:D8KAEvKRoaZY""]",9,Infinity,
293,23021414,4,TETNN991,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_10,300.0,200.0,9,"Object[Sample, ""id:AEqRl9qeX3kR""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:D8KAEvKRoaZY""]",9,Infinity,
294,23021414,5,TETNNN3905,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_10,300.0,200.0,9,"Object[Sample, ""id:WNa4Zjaew6G4""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:D8KAEvKRoaZY""]",9,Infinity,
295,23021414,6,TETNNN1640,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_10,300.0,200.0,9,"Object[Sample, ""id:E8zoYvz5Gava""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:D8KAEvKRoaZY""]",9,Infinity,
296,23021414,7,blank,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,order90_10,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:D8KAEvKRoaZY""]",0,Infinity,
297,23021619,1,TETNNN1848,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_11,300.0,200.0,9,"Object[Sample, ""id:qdkmxzkEXD5a""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:BYDOjvDXL3bm""]",9,Infinity,
298,23021619,2,TETNNN615,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_11,300.0,200.0,9,"Object[Sample, ""id:n0k9mGk7pnxk""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:BYDOjvDXL3bm""]",9,Infinity,
299,23021619,3,TETNNN1847,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_11,300.0,200.0,9,"Object[Sample, ""id:R8e1PjenwNj7""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:BYDOjvDXL3bm""]",9,Infinity,
300,23021619,4,TETNNN707,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_11,300.0,200.0,9,"Object[Sample, ""id:8qZ1VWZrnpvL""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:BYDOjvDXL3bm""]",9,Infinity,
301,23021619,5,TETNNN621,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_11,300.0,200.0,9,"Object[Sample, ""id:mnk9jOkYenaR""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:BYDOjvDXL3bm""]",9,Infinity,
302,23021619,6,TETNNN2364,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_11,300.0,200.0,9,"Object[Sample, ""id:pZx9jox3VZmP""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:BYDOjvDXL3bm""]",9,Infinity,
303,23021619,7,blank,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,order90_11,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:BYDOjvDXL3bm""]",0,Infinity,
304,23021722,1,TETNNN2229,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_12,300.0,200.0,9,"Object[Sample, ""id:XnlV5jlpw7DZ""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:zGj91ajxWXln""]",9,Infinity,
305,23021722,2,TETNNN757,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_12,300.0,200.0,9,"Object[Sample, ""id:XnlV5jlpw7Ab""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:zGj91ajxWXln""]",9,Infinity,
306,23021722,3,TETNNN2253,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_12,300.0,200.0,9,"Object[Sample, ""id:R8e1PjenwWoK""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:zGj91ajxWXln""]",9,Infinity,
307,23021722,4,TETNNN1781,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_12,300.0,200.0,9,"Object[Sample, ""id:BYDOjvDpqWxl""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:zGj91ajxWXln""]",9,Infinity,
308,23021722,5,TETNNN2108,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_12,300.0,200.0,9,"Object[Sample, ""id:P5ZnEjZXwJzk""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:zGj91ajxWXln""]",9,Infinity,
309,23021722,6,TETNNN1696,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_12,300.0,200.0,9,"Object[Sample, ""id:O81aEB1V3Ke1""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:zGj91ajxWXln""]",9,Infinity,
310,23021722,7,blank,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,order90_12,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:zGj91ajxWXln""]",0,Infinity,
311,23021815,1,TETNNN2082,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_13,300.0,200.0,9,"Object[Sample, ""id:01G6nvGjzBzr""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:rea9jlaWx7Yo""]",9,Infinity,
312,23021815,2,TETNNN3186,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_13,300.0,200.0,9,"Object[Sample, ""id:Y0lXejl4WJYm""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:rea9jlaWx7Yo""]",9,Infinity,
313,23021815,3,TETNNN2099,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_13,300.0,200.0,9,"Object[Sample, ""id:1ZA60vAmlBpw""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:rea9jlaWx7Yo""]",9,Infinity,
314,23021815,4,TETNNN1570,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_13,300.0,200.0,9,"Object[Sample, ""id:7X104v183BEd""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:rea9jlaWx7Yo""]",9,Infinity,
315,23021815,5,BC0,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_13,300.0,200.0,9,"Object[Sample, ""id:R8e1PjenJOpp""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:rea9jlaWx7Yo""]",9,Infinity,
316,23021815,6,TETNN903,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,order90_13,300.0,200.0,9,"Object[Sample, ""id:o1k9jAkENxJa""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:rea9jlaWx7Yo""]",9,Infinity,
317,23021815,7,blank,7,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,order90_13,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:rea9jlaWx7Yo""]",0,Infinity,
318,23021521,1,BC0,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,30,,standard desalting,,test_hp_bae_rerun_01,300.0,200.0,9,"Object[Sample, ""id:R8e1PjenJOpp""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:Z1lqpMlx8z3W""]",9,Infinity,
319,23021521,2,BC1,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,30,,standard desalting,,test_hp_bae_rerun_01,300.0,200.0,9,"Object[Sample, ""id:kEJ9mqJkN6bE""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:Z1lqpMlx8z3W""]",9,Infinity,
320,23021521,3,BC6,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_01,300.0,200.0,9,"Object[Sample, ""id:Y0lXejl4JE0m""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:Z1lqpMlx8z3W""]",9,Infinity,
321,23021521,4,BC7,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_01,300.0,200.0,9,"Object[Sample, ""id:XnlV5jlpJLkP""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:Z1lqpMlx8z3W""]",9,Infinity,
322,23021521,5,BC8,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_01,300.0,200.0,9,"Object[Sample, ""id:6V0npv09BzXe""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:Z1lqpMlx8z3W""]",9,Infinity,
323,23021521,6,BC9,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_01,300.0,200.0,9,"Object[Sample, ""id:XnlV5jlpJZvZ""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:Z1lqpMlx8z3W""]",9,Infinity,
324,23021521,7,blank,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,test_hp_bae_rerun_01,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:Z1lqpMlx8z3W""]",0,Infinity,
325,23021923,1,HP001,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_02,300.0,200.0,9,"Object[Sample, ""id:8qZ1VWZrMDDL""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:lYq9jRqWwxaA""]",9,Infinity,
326,23021923,2,HP002,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_02,300.0,200.0,9,"Object[Sample, ""id:kEJ9mqJk34qp""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:lYq9jRqWwxaA""]",9,Infinity,
327,23021923,3,HP003,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_02,300.0,200.0,9,"Object[Sample, ""id:01G6nvGj7kEr""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:lYq9jRqWwxaA""]",9,Infinity,
328,23021923,4,HP004,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_02,300.0,200.0,9,"Object[Sample, ""id:4pO6dMOok5P5""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:lYq9jRqWwxaA""]",9,Infinity,
329,23021923,5,HP005,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_02,300.0,200.0,9,"Object[Sample, ""id:Y0lXejl46l7E""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:lYq9jRqWwxaA""]",9,Infinity,
330,23021923,6,HP006,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_02,300.0,200.0,9,"Object[Sample, ""id:AEqRl9qezq1a""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:lYq9jRqWwxaA""]",9,Infinity,
331,23021923,7,blank,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,test_hp_bae_rerun_02,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:lYq9jRqWwxaA""]",0,Infinity,
332,23022109,1,HP008,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_03,300.0,200.0,9,"Object[Sample, ""id:o1k9jAkEJEmA""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:D8KAEvKRmGzO""]",9,Infinity,
333,23022109,2,HP010,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_03,300.0,200.0,9,"Object[Sample, ""id:E8zoYvz5k99v""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:D8KAEvKRmGzO""]",9,Infinity,
334,23022109,3,HP012,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_03,300.0,200.0,9,"Object[Sample, ""id:pZx9jox3zjbe""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:D8KAEvKRmGzO""]",9,Infinity,
335,23022109,4,HP022,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_03,300.0,200.0,9,"Object[Sample, ""id:E8zoYvz5kmla""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:D8KAEvKRmGzO""]",9,Infinity,
336,23022109,5,HP038,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_03,300.0,200.0,9,"Object[Sample, ""id:BYDOjvDpN53X""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:D8KAEvKRmGzO""]",9,Infinity,
337,23022109,6,HP039,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_03,300.0,200.0,9,"Object[Sample, ""id:AEqRl9qez0N6""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:D8KAEvKRmGzO""]",9,Infinity,
338,23022109,7,blank,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,test_hp_bae_rerun_03,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:D8KAEvKRmGzO""]",0,Infinity,
339,23021907,1,HP040,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_04,300.0,200.0,9,"Object[Sample, ""id:rea9jla8pGDb""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:6V0npv0xOmXE""]",9,Infinity,
340,23021907,2,HP041,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_04,300.0,200.0,9,"Object[Sample, ""id:Vrbp1jbdDnZW""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:6V0npv0xOmXE""]",9,Infinity,
341,23021907,3,HP042,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_04,300.0,200.0,9,"Object[Sample, ""id:R8e1Pjenkv5j""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:6V0npv0xOmXE""]",9,Infinity,
342,23021907,4,HP043,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_04,300.0,200.0,9,"Object[Sample, ""id:mnk9jOkY3Xxl""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:6V0npv0xOmXE""]",9,Infinity,
343,23021907,5,HP044,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_04,300.0,200.0,9,"Object[Sample, ""id:Y0lXejl4GmLm""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:6V0npv0xOmXE""]",9,Infinity,
344,23021907,6,HP045,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,,test_hp_bae_rerun_04,300.0,200.0,9,"Object[Sample, ""id:mnk9jOkY3XLm""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:6V0npv0xOmXE""]",9,Infinity,
345,23021907,7,blank,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,test_hp_bae_rerun_04,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:6V0npv0xOmXE""]",0,Infinity,
346,23022200,1,HP046,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,test_hp_bae_rerun_05,300.0,200.0,9,"Object[Sample, ""id:dORYzZRrn50G""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:7X104v1xG1md""]",9,Infinity,
347,23022200,2,HP047,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,True,test_hp_bae_rerun_05,300.0,200.0,9,"Object[Sample, ""id:J8AY5jAZwqvK""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:7X104v1xG1md""]",9,Infinity,
348,23022200,3,HP048,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,test_hp_bae_rerun_05,300.0,200.0,9,"Object[Sample, ""id:qdkmxzkE0J80""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:7X104v1xG1md""]",9,Infinity,
349,23022200,4,WC68,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,test_hp_bae_rerun_05,300.0,128.0,14,"Object[Sample, ""id:Y0lXejMpm8oP""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:7X104v1xG1md""]",14,Infinity,
350,23022200,5,WC1106,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,True,test_hp_bae_rerun_05,300.0,128.0,14,"Object[Sample, ""id:N80DNj1JzN4o""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:7X104v1xG1md""]",14,Infinity,
351,23022200,6,WC1432,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,True,test_hp_bae_rerun_05,300.0,128.0,14,"Object[Sample, ""id:4pO6dM5L9Mv8""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:7X104v1xG1md""]",14,Infinity,
352,23022200,7,blank,,6.0,25.0,eCuvette,Anneal,manual,2,5,85,,,,,test_hp_bae_rerun_05,300.0,9999.0,0,NA,,blank,,,True,"Object[Protocol, UVMelting, ""id:7X104v1xG1md""]",0,Infinity,
353,23031102,1,BC1,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,Jan_hairpin_rerun_01,300.0,200.0,14,"Object[Sample, ""id:kEJ9mqJkN6bE""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:01G6nvGmK7NY""]",14,Infinity,
354,23031102,2,BC7,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,Jan_hairpin_rerun_01,300.0,200.0,14,"Object[Sample, ""id:XnlV5jlpJLkP""]",,hairpin,,,False,"Object[Protocol, UVMelting, ""id:01G6nvGmK7NY""]",14,Infinity,
355,23031102,3,BC8,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,Jan_hairpin_rerun_01,300.0,200.0,14,"Object[Sample, ""id:6V0npv09BzXe""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:01G6nvGmK7NY""]",14,Infinity,
356,23031102,4,MMTM177,,9.0,25.0,eCuvette,Anneal,manual,2,5,85,,,standard desalting,False,Jan_hairpin_rerun_01,300.0,200.0,14,"Object[Sample, ""id:wqW9BPWda0BR""]",,hairpin,,,True,"Object[Protocol, UVMelting, ""id:01G6nvGmK7NY""]",14,Infinity,
